id,route_id,source,carrier,flight_number,flight_date,booking_window,base_fare,taxes,total_fare,scraped_at,is_outlier,outlier_reason,departure_time,is_nonstop
fare_BLR-BOM_IX_2026-09-12_T+15_1787907220231_cd0c,BLR-BOM,EaseMyTrip,IX,IX-1360,2026-09-12,T+15,4592,1008,5600,2026-08-28T08:34:14.154Z,FALSE,"",20:55,TRUE
fare_BLR-BOM_AI_2026-09-12_T+15_1787907220231_6pzt,BLR-BOM,EaseMyTrip,AI,AI-2840,2026-09-12,T+15,5162,1133,6295,2026-08-28T08:34:14.154Z,FALSE,"",22:30,TRUE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_s853,BLR-BOM,EaseMyTrip,6E,6E-6653,2026-09-12,T+15,5685,1248,6933,2026-08-28T08:34:14.154Z,FALSE,"",12:35,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_g84e,BLR-BOM,EaseMyTrip,6E,6E-144,2026-09-12,T+15,5799,1273,7072,2026-08-28T08:34:14.154Z,FALSE,"",19:45,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_j7mt,BLR-BOM,EaseMyTrip,6E,6E-795,2026-09-12,T+15,5799,1273,7072,2026-08-28T08:34:14.154Z,FALSE,"",19:45,FALSE
fare_BLR-BOM_IX_2026-09-12_T+15_1787907220231_ha93,BLR-BOM,EaseMyTrip,IX,IX-1581,2026-09-12,T+15,6225,1366,7591,2026-08-28T08:34:14.154Z,FALSE,"",18:40,TRUE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_drqu,BLR-BOM,EaseMyTrip,6E,6E-6423,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",20:00,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_nlc7,BLR-BOM,EaseMyTrip,6E,6E-6077,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",20:20,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_80y0,BLR-BOM,EaseMyTrip,6E,6E-6012,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",19:30,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_613h,BLR-BOM,EaseMyTrip,6E,6E-6269,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",07:15,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_kdji,BLR-BOM,EaseMyTrip,6E,6E-206,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",16:50,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_xwei,BLR-BOM,EaseMyTrip,6E,6E-965,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",16:50,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_05bs,BLR-BOM,EaseMyTrip,6E,6E-6017,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",18:15,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_uq1o,BLR-BOM,EaseMyTrip,6E,6E-6445,2026-09-12,T+15,5971,1311,7282,2026-08-28T08:34:14.154Z,FALSE,"",10:25,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_oujt,BLR-BOM,EaseMyTrip,6E,6E-345,2026-09-12,T+15,6079,1335,7414,2026-08-28T08:34:14.154Z,FALSE,"",17:55,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_rfkj,BLR-BOM,EaseMyTrip,6E,6E-6168,2026-09-12,T+15,6092,1337,7429,2026-08-28T08:34:14.154Z,FALSE,"",17:40,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_ebzb,BLR-BOM,EaseMyTrip,6E,6E-6753,2026-09-12,T+15,6118,1343,7461,2026-08-28T08:34:14.154Z,FALSE,"",15:15,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_t1dw,BLR-BOM,EaseMyTrip,6E,6E-5376,2026-09-12,T+15,6225,1367,7592,2026-08-28T08:34:14.154Z,FALSE,"",20:15,TRUE
fare_BLR-BOM_IX_2026-09-12_T+15_1787907220231_av1g,BLR-BOM,EaseMyTrip,IX,IX-1539,2026-09-12,T+15,6547,1437,7984,2026-08-28T08:34:14.154Z,FALSE,"",05:20,FALSE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_ykra,BLR-BOM,EaseMyTrip,6E,6E-5293,2026-09-12,T+15,6325,1389,7714,2026-08-28T08:34:14.154Z,FALSE,"",01:00,TRUE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_mxug,BLR-BOM,EaseMyTrip,6E,6E-5089,2026-09-12,T+15,6325,1389,7714,2026-08-28T08:34:14.154Z,FALSE,"",05:30,TRUE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_8ure,BLR-BOM,EaseMyTrip,6E,6E-5205,2026-09-12,T+15,6325,1389,7714,2026-08-28T08:34:14.154Z,FALSE,"",03:45,TRUE
fare_BLR-BOM_AI_2026-09-12_T+15_1787907220231_gw7e,BLR-BOM,EaseMyTrip,AI,AI-2642,2026-09-12,T+15,6525,1432,7957,2026-08-28T08:34:14.154Z,FALSE,"",21:30,TRUE
fare_BLR-BOM_6E_2026-09-12_T+15_1787907220231_1u6d,BLR-BOM,EaseMyTrip,6E,6E-6030,2026-09-12,T+15,6366,1397,7763,2026-08-28T08:34:14.154Z,FALSE,"",15:00,TRUE
