id,route_id,source,carrier,flight_number,flight_date,booking_window,base_fare,taxes,total_fare,scraped_at,is_outlier,outlier_reason,departure_time,is_nonstop
fare_BOM-DEL_6E_2026-09-12_T+15_1787884761426_xu8c,BOM-DEL,EaseMyTrip,6E,6E-5095,2026-09-12,T+15,5014,1101,6115,2026-08-28T02:17:54.441Z,FALSE,"",09:20,TRUE
fare_BOM-DEL_IX_2026-09-12_T+15_1787884761427_h4mx,BOM-DEL,EaseMyTrip,IX,IX-2153,2026-09-12,T+15,5439,1194,6633,2026-08-28T02:17:54.441Z,FALSE,"",20:25,TRUE
fare_BOM-DEL_SG_2026-09-12_T+15_1787884761427_lu0w,BOM-DEL,EaseMyTrip,SG,SG-179,2026-09-12,T+15,5502,1208,6710,2026-08-28T02:17:54.441Z,FALSE,"",01:50,TRUE
fare_BOM-DEL_SG_2026-09-12_T+15_1787884761427_rpa8,BOM-DEL,EaseMyTrip,SG,SG-318,2026-09-12,T+15,5502,1208,6710,2026-08-28T02:17:54.441Z,FALSE,"",01:50,TRUE
fare_BOM-DEL_IX_2026-09-12_T+15_1787884761427_4o8a,BOM-DEL,EaseMyTrip,IX,IX-1050,2026-09-12,T+15,5626,1235,6861,2026-08-28T02:17:54.441Z,FALSE,"",08:55,TRUE
fare_BOM-DEL_QP_2026-09-12_T+15_1787884761427_t7mg,BOM-DEL,EaseMyTrip,QP,QP-1111,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",05:25,TRUE
fare_BOM-DEL_QP_2026-09-12_T+15_1787884761427_4crf,BOM-DEL,EaseMyTrip,QP,QP-1127,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",13:00,TRUE
fare_BOM-DEL_QP_2026-09-12_T+15_1787884761427_0sl2,BOM-DEL,EaseMyTrip,QP,QP-1819,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",14:30,TRUE
fare_BOM-DEL_QP_2026-09-12_T+15_1787884761427_b8k4,BOM-DEL,EaseMyTrip,QP,QP-1825,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",16:50,TRUE
fare_BOM-DEL_QP_2026-09-12_T+15_1787884761427_m0vs,BOM-DEL,EaseMyTrip,QP,QP-1835,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",11:50,TRUE
fare_BOM-DEL_QP_2026-09-12_T+15_1787884761427_3gvq,BOM-DEL,EaseMyTrip,QP,QP-1120,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",18:45,TRUE
fare_BOM-DEL_6E_2026-09-12_T+15_1787884761427_5w7f,BOM-DEL,EaseMyTrip,6E,6E-483,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",17:20,TRUE
fare_BOM-DEL_6E_2026-09-12_T+15_1787884761427_7s2n,BOM-DEL,EaseMyTrip,6E,6E-302,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",17:20,TRUE
fare_BOM-DEL_6E_2026-09-12_T+15_1787884761427_on77,BOM-DEL,EaseMyTrip,6E,6E-6082,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",16:45,TRUE
fare_BOM-DEL_6E_2026-09-12_T+15_1787884761427_stv3,BOM-DEL,EaseMyTrip,6E,6E-850,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",16:00,TRUE
fare_BOM-DEL_6E_2026-09-12_T+15_1787884761427_m46y,BOM-DEL,EaseMyTrip,6E,6E-908,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",16:00,TRUE
fare_BOM-DEL_6E_2026-09-12_T+15_1787884761427_jtki,BOM-DEL,EaseMyTrip,6E,6E-667,2026-09-12,T+15,5381,1181,6562,2026-08-28T02:17:54.441Z,FALSE,"",15:00,TRUE
