id,route_id,source,carrier,flight_number,flight_date,booking_window,base_fare,taxes,total_fare,scraped_at,is_outlier,outlier_reason,departure_time,is_nonstop
fare_BOM-DEL_IX_2026-08-26_T+1_1787620649578_erru,BOM-DEL,EaseMyTrip,IX,IX-1389,2026-08-26,T+1,5380,1181,6561,2026-08-25T00:56:01.707Z,FALSE,"",22:20,TRUE
fare_BOM-DEL_IX_2026-08-26_T+1_1787620649578_si25,BOM-DEL,EaseMyTrip,IX,IX-1050,2026-08-26,T+1,5380,1181,6561,2026-08-25T00:56:01.707Z,FALSE,"",14:45,TRUE
fare_BOM-DEL_6E_2026-08-26_T+1_1787620649578_ibig,BOM-DEL,EaseMyTrip,6E,6E-5095,2026-08-26,T+1,5187,1138,6325,2026-08-25T00:56:01.707Z,FALSE,"",09:20,TRUE
fare_BOM-DEL_QP_2026-08-26_T+1_1787620649578_yere,BOM-DEL,EaseMyTrip,QP,QP-1834,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",10:00,TRUE
fare_BOM-DEL_QP_2026-08-26_T+1_1787620649578_1stj,BOM-DEL,EaseMyTrip,QP,QP-1819,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",14:30,TRUE
fare_BOM-DEL_QP_2026-08-26_T+1_1787620649578_ulpk,BOM-DEL,EaseMyTrip,QP,QP-1825,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",16:50,TRUE
fare_BOM-DEL_QP_2026-08-26_T+1_1787620649578_u1y3,BOM-DEL,EaseMyTrip,QP,QP-1111,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",05:25,TRUE
fare_BOM-DEL_QP_2026-08-26_T+1_1787620649578_ofy7,BOM-DEL,EaseMyTrip,QP,QP-1127,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",12:55,TRUE
fare_BOM-DEL_QP_2026-08-26_T+1_1787620649578_d1m0,BOM-DEL,EaseMyTrip,QP,QP-1835,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",11:50,TRUE
fare_BOM-DEL_6E_2026-08-26_T+1_1787620649578_dwdl,BOM-DEL,EaseMyTrip,6E,6E-314,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",05:00,TRUE
fare_BOM-DEL_6E_2026-08-26_T+1_1787620649578_mrf6,BOM-DEL,EaseMyTrip,6E,6E-385,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",05:00,TRUE
fare_BOM-DEL_6E_2026-08-26_T+1_1787620649578_47yb,BOM-DEL,EaseMyTrip,6E,6E-742,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",17:20,TRUE
fare_BOM-DEL_6E_2026-08-26_T+1_1787620649578_48by,BOM-DEL,EaseMyTrip,6E,6E-833,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",17:20,TRUE
fare_BOM-DEL_6E_2026-08-26_T+1_1787620649578_muli,BOM-DEL,EaseMyTrip,6E,6E-6082,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",16:45,TRUE
fare_BOM-DEL_6E_2026-08-26_T+1_1787620649578_qi38,BOM-DEL,EaseMyTrip,6E,6E-517,2026-08-26,T+1,5381,1181,6562,2026-08-25T00:56:01.707Z,FALSE,"",16:00,TRUE
