id,route_id,source,carrier,flight_number,flight_date,booking_window,base_fare,taxes,total_fare,scraped_at,is_outlier,outlier_reason,departure_time,is_nonstop
fare_DEL-BOM_QP_2026-08-31_T+1_1788126303619_56h2,DEL-BOM,EaseMyTrip,QP,QP-1942,2026-08-31,T+1,5427,1191,6618,2026-08-30T21:23:20.903Z,FALSE,"",21:05,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_h2ef,DEL-BOM,EaseMyTrip,6E,6E-6114,2026-08-31,T+1,5484,1204,6688,2026-08-30T21:23:20.903Z,FALSE,"",22:45,TRUE
fare_DEL-BOM_SG_2026-08-31_T+1_1788126303619_rucg,DEL-BOM,EaseMyTrip,SG,SG-843,2026-08-31,T+1,5669,1244,6913,2026-08-30T21:23:20.903Z,FALSE,"",22:30,TRUE
fare_DEL-BOM_SG_2026-08-31_T+1_1788126303619_l4a8,DEL-BOM,EaseMyTrip,SG,SG-190,2026-08-31,T+1,5669,1244,6913,2026-08-30T21:23:20.903Z,FALSE,"",22:30,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_xlf1,DEL-BOM,EaseMyTrip,AI,AI-2433,2026-08-31,T+1,5740,1260,7000,2026-08-30T21:23:20.903Z,FALSE,"",21:30,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_l1kb,DEL-BOM,EaseMyTrip,AI,AI-2999,2026-08-31,T+1,5740,1260,7000,2026-08-30T21:23:20.903Z,FALSE,"",22:00,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_0285,DEL-BOM,EaseMyTrip,AI,AI-2437,2026-08-31,T+1,5740,1260,7000,2026-08-30T21:23:20.903Z,FALSE,"",22:30,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_z1la,DEL-BOM,EaseMyTrip,AI,AI-2439,2026-08-31,T+1,5740,1260,7000,2026-08-30T21:23:20.903Z,FALSE,"",23:00,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_1bf4,DEL-BOM,EaseMyTrip,AI,AI-2957,2026-08-31,T+1,5740,1260,7000,2026-08-30T21:23:20.903Z,FALSE,"",20:30,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_3kil,DEL-BOM,EaseMyTrip,6E,6E-5096,2026-08-31,T+1,5627,1235,6862,2026-08-30T21:23:20.903Z,FALSE,"",17:00,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_fx2m,DEL-BOM,EaseMyTrip,6E,6E-168,2026-08-31,T+1,5656,1242,6898,2026-08-30T21:23:20.903Z,FALSE,"",23:30,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_v6ty,DEL-BOM,EaseMyTrip,6E,6E-704,2026-08-31,T+1,5656,1242,6898,2026-08-30T21:23:20.903Z,FALSE,"",23:30,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_dkyj,DEL-BOM,EaseMyTrip,6E,6E-841,2026-08-31,T+1,5656,1242,6898,2026-08-30T21:23:20.903Z,FALSE,"",21:45,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_urmi,DEL-BOM,EaseMyTrip,6E,6E-611,2026-08-31,T+1,5656,1242,6898,2026-08-30T21:23:20.903Z,FALSE,"",21:45,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_7cy7,DEL-BOM,EaseMyTrip,AI,AI-2981,2026-08-31,T+1,5870,1289,7159,2026-08-30T21:23:20.903Z,FALSE,"",21:00,TRUE
fare_DEL-BOM_QP_2026-08-31_T+1_1788126303619_fcbh,DEL-BOM,EaseMyTrip,QP,QP-1940,2026-08-31,T+1,5773,1267,7040,2026-08-30T21:23:20.903Z,FALSE,"",14:10,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_gyhy,DEL-BOM,EaseMyTrip,6E,6E-668,2026-08-31,T+1,5871,1289,7160,2026-08-30T21:23:20.903Z,FALSE,"",20:45,TRUE
fare_DEL-BOM_6E_2026-08-31_T+1_1788126303619_fpoz,DEL-BOM,EaseMyTrip,6E,6E-864,2026-08-31,T+1,5871,1289,7160,2026-08-30T21:23:20.903Z,FALSE,"",20:45,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_7amu,DEL-BOM,EaseMyTrip,AI,AI-2941,2026-08-31,T+1,6043,1326,7369,2026-08-30T21:23:20.903Z,FALSE,"",16:30,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_0ecd,DEL-BOM,EaseMyTrip,AI,AI-441,2026-08-31,T+1,6043,1326,7369,2026-08-30T21:23:20.903Z,FALSE,"",17:00,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_i84y,DEL-BOM,EaseMyTrip,AI,AI-2751,2026-08-31,T+1,6043,1326,7369,2026-08-30T21:23:20.903Z,FALSE,"",17:30,TRUE
fare_DEL-BOM_AI_2026-08-31_T+1_1788126303619_2vk0,DEL-BOM,EaseMyTrip,AI,AI-2805,2026-08-31,T+1,6043,1326,7369,2026-08-30T21:23:20.903Z,FALSE,"",20:00,TRUE
fare_DEL-BOM_SG_2026-08-31_T+1_1788126303619_uoeh,DEL-BOM,EaseMyTrip,SG,SG-613,2026-08-31,T+1,6124,1344,7468,2026-08-30T21:23:20.903Z,FALSE,"",21:00,TRUE
fare_DEL-BOM_SG_2026-08-31_T+1_1788126303619_z91m,DEL-BOM,EaseMyTrip,SG,SG-869,2026-08-31,T+1,6124,1344,7468,2026-08-30T21:23:20.903Z,FALSE,"",21:00,TRUE
fare_DEL-BOM_QP_2026-08-31_T+1_1788126303619_p2zh,DEL-BOM,EaseMyTrip,QP,QP-1128,2026-08-31,T+1,5968,1310,7278,2026-08-30T21:23:20.903Z,FALSE,"",16:00,TRUE
